s,p,o
<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni De' Busi Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de'Busi Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni De' Busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni di busi gen. cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giov. busi gen. cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni de busi cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni de' busi gen. cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cariani Giovanni Busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni gen. Cariani Busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. cariani giovanni de busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Busi Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. cariani giovanni busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni de busi gen. cariani""@en"

<http://www.wikidata.org/entity/Q976786>,<http://schema.org/name>,"""Battista Franco Veneziano""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""il Semolei""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Battista Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Battista Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bap. Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Semolei""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Baptista Veneziano Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Battista Di Franchi Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Baptista Veneziano""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Il Semolei Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Il Semolei""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Battta Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Battista di Franchi""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""il Semolei Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giambattista Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Tisto Franko""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Baptisto Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni baptista franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit il Semoleo Battista Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Battisto Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""B. Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giov. batt. franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni battista franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Baptista Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""B. France""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit Le Semoleo Jean-Baptiste Franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giov. battista franco gen. il semolei""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""g. b. franco""@en"

<http://www.wikidata.org/entity/Q976786>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Battista, detto il Samolei Franco""@en"

<http://www.wikidata.org/entity/Q983352>,<http://schema.org/name>,"""Il Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://schema.org/description>,"""Italian painter (1484-1539)""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de Corticellis""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antionio da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Perdonese""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio Sacchis""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de Lodesanis Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordenono""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de Sacchi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""da Pordenone Regillo""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Berdonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cuticello""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordonona""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordinon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de Lodesanis""@en"

<http://www.wikidata.org/entity/Q2629038>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordononi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio De Lodesanis Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""da Pordenone Licinio""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordonnone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""de Sacchis""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordinone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de Sacchis""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Sacchiense""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bardonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jean Antoine R\u00E9gillo""@en"

<http://www.wikidata.org/entity/Q2629038>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordolone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Perdenon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""De Sachis Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio Licinio da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Perdonine""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Sbordonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordenore""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de Sachis Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Vordonon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Curticello""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordinone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio Licinio Pordenone""@en"

<http://www.wikidata.org/entity/Q3105150>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Il Sacchiense""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jean Antoine Regillo""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit Pordenon Jean-Antoine Licinio Rigilio""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordenone Venetiano""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Licinio d.to il Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jean-Antoine Licinio dit le pordenon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni antonio pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pardonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pardononi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordonon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordinon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordo\u00F1\u00F3n""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Pordenon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordonne""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordenonei""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giov. antonio da pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""G. A. L. da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bodenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Licinio da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordinoni""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Brondonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Licinio Gio. Antonio detto il Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Perdononi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordenon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordononi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Gio. Ant. Licinio Gen. Da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cav. Antonio Licinio detto Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Lecinio""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pordenonne""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Regillo""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Perdenoon""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""G. A. Licinio Da Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""called Pordenone Giovanni Antonio Licinio""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antoine Regillo""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Licinio di Portenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""G. A. L. Pordonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. Pordenone Giovanni Antonio de Sacchi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pudernone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giov. a. licinio da pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Prodonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit le Pordenon Jean-Antoine Licinio""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni Antonio de'Sacchi, Il Pordenone""@en"

<http://www.wikidata.org/entity/Q983632>,<http://schema.org/description>,"""Milanese painter of the Cinquecento (c.1540-c.1596)""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Veneziano""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Veneziano Petrazzano""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Veneziano Pretezzano""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Petrazzano""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Veneziano Petarzano""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Pretezzano""@en"

<http://www.wikidata.org/entity/Q983632>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Simone Veneziano Peterzano""@en"

<http://www.wikidata.org/entity/Q1036353>,<http://schema.org/name>,"""Ahn Gyeon""@en"

<http://www.wikidata.org/entity/Q1036353>,<http://schema.org/description>,"""Joseon dynasty painter""@en"

<http://www.wikidata.org/entity/Q1036353>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""An Gyeon""@en"

<http://www.wikidata.org/entity/Q43130222>,<http://schema.org/name>,"""Girolamo Figino""@en"

<http://www.wikidata.org/entity/Q43130222>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Girolamo Figino""@en"

<http://www.wikidata.org/entity/Q43130222>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Girolamo Figino""@en"

<http://www.wikidata.org/entity/Q966135>,<http://schema.org/name>,"""Lippo Vanni""@en"

<http://www.wikidata.org/entity/Q966135>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Lippo di Giovanni""@en"

<http://www.wikidata.org/entity/Q966135>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Lippo Vanni""@en"

<http://www.wikidata.org/entity/Q966135>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Lippo Vanni""@en"

<http://www.wikidata.org/entity/Q970010>,<http://schema.org/name>,"""Niccol\u00F2 Boldrini""@en"

<http://www.wikidata.org/entity/Q970010>,<http://schema.org/description>,"""Italian painter (1500-1566)""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Niccolo Vicentio""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Nicolaus Boldrinus Vicentinus""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Nicol\u00F2 Boldrini""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Nicolo Boldrini""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Niccolo Boldrini""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Niccol\u00F2 Boldrini""@en"

<http://www.wikidata.org/entity/Q970010>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Niccol\u00F2 Boldrini""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Giovanni Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de'Busi""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giov. ant. busi gen. cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""giovanni busi cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Giovanni Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de' Busi Cariani""@en"

<http://www.wikidata.org/entity/Q976391>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giovanni de' Busi""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Il Pordenone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordononi""@en"

<http://www.wikidata.org/entity/Q2629038>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordonone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bordolone""@en"

<http://www.wikidata.org/entity/Q983352>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Il Sacchiense""@en"
